"WijkenEnBuurten","Gemeentenaam_1"
"BU16818203","Borger-Odoorn                           "
"BU16818204","Borger-Odoorn                           "
"BU16818205","Borger-Odoorn                           "
"BU16818206","Borger-Odoorn                           "
"BU16818209","Borger-Odoorn                           "
"WK168183  ","Borger-Odoorn                           "
"BU16818309","Borger-Odoorn                           "
"WK168184  ","Borger-Odoorn                           "
"BU16818409","Borger-Odoorn                           "
"WK168185  ","Borger-Odoorn                           "
"BU16818501","Borger-Odoorn                           "
"BU16818509","Borger-Odoorn                           "
"WK168186  ","Borger-Odoorn                           "
"BU16818601","Borger-Odoorn                           "
"BU16818609","Borger-Odoorn                           "
"WK168187  ","Borger-Odoorn                           "
"BU16818701","Borger-Odoorn                           "
"BU16818709","Borger-Odoorn                           "
"WK168188  ","Borger-Odoorn                           "
"BU16818801","Borger-Odoorn                           "
"BU16818809","Borger-Odoorn                           "
"WK168189  ","Borger-Odoorn                           "
"BU16818909","Borger-Odoorn                           "
"WK168190  ","Borger-Odoorn                           "
"BU16819001","Borger-Odoorn                           "
"BU16819009","Borger-Odoorn                           "
"WK168191  ","Borger-Odoorn                           "
"BU16819109","Borger-Odoorn                           "
"WK168192  ","Borger-Odoorn                           "
